"SystemName","status","OperatingSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"UnDed","Beta","windows","end-users-desktop","real-time-strategy","English","visual-basic","win32-(ms-windows)","2016-01-03","gnu-general-public-license-version-2.0-(gplv2)"
"Urban Assault 2","Pre-Alpha","windows","developers/end-users-desktop","first-person-shooters/multiplayer/real-time-strategy","English/German","c++","other-toolkit","2016-12-17","gnu-general-public-license-version-2.0-(gplv2)"
"VENSSO","Inactive","linux/mac/windows","end-users-desktop/financial-and-insurance-industry/information-technology","crm/enterprise","Brazilian Portuguese","java","web-based","2013-06-05","gnu-general-public-license-version-2.0-(gplv2)"
"VNC Session Manager","Beta","bsd/linux/windows","system-administrators","internet/networking","English","c/unix-shell","non-interactive-(daemon)/win32-(ms-windows)","2013-03-07","bsd-license"
"VOIP PROVISIONING GENERATOR","Inactive","windows","information-technology/system-administrators/telecommunications-industry","enterprise/internet-phone/telephony","English/French","visual-basic","win32-(ms-windows)","2016-02-17","public-domain"
"VideoVST 2","Pre-Alpha","windows","developers/end-users-desktop","video","English","c++","sdl","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"WinCPUID","Beta","windows","end-users-desktop/system-administrators","benchmark/hardware","English","c++","win32-(ms-windows)","2013-03-21","gnu-general-public-license-version-2.0-(gplv2)"
"WixTool","Pre-Alpha","windows","developers/end-users-desktop/other-audience/system-administrators","build-tools/installation-setup","English","delphi-kylix","win32-(ms-windows)","2015-08-06","gnu-general-public-license-version-2.0-(gplv2)"
"XD-shell","Beta","linux/mac/windows","science-research","chemistry","English","python","console-terminal","2014-08-22","academic-free-license-(afl)"
"XDCC Search","Beta","windows","advanced-end-users/end-users-desktop","indexing-search/internet-relay-chat","English","visual-basic-.net","win32-(ms-windows)","2015-11-15","gnu-general-public-license-version-2.0-(gplv2)"
"XL SMS Sender","Beta","windows","end-users-desktop","communications","English","c#","win32-(ms-windows)","2013-04-15","gnu-general-public-license-version-2.0-(gplv2)"
"XSwing Plus","Alpha","linux/mac/windows","end-users-desktop","puzzle-games/side-scrolling-arcade-games","English/German","java","opengl","2015-11-16","gnu-general-public-license-version-2.0-(gplv2)"
"Yet Another Network Analyzer","Alpha","windows","information-technology/system-administrators/telecommunications-industry","hardware/internet/monitoring","English","delphi-kylix/object-pascal/pascal","command-line/console-terminal/win32-(ms-windows)","2013-04-05","gnu-general-public-license-version-2.0-(gplv2)"
"ZModem Win32 Port","Alpha","windows","developers","communications","English/German","c++","win32-(ms-windows)","2016-02-02","public-domain"
"ansi2txt","Beta","bsd/linux","end-users-desktop","terminal-emulators-x-terminals","English","c","command-line","2016-09-27","gnu-general-public-license-version-2.0-(gplv2)"
"cbrowser","Beta","linux/mac/windows","developers","software-development","English","c/c++/java/tcl","x-window-system-(x11)","2013-04-02","gnu-general-public-license-version-2.0-(gplv2)"
"dollybase","Alpha","bsd/linux/mac","developers/end-users-desktop/information-technology","database","Spanish","c","curses-ncurses","2013-04-02","gnu-general-public-license-version-2.0-(gplv2)"
"e-school ","Alpha","linux/mac/windows","education","accounting/business-intelligence/crm/point-of-sale","Portuguese","delphi-kylix","carbon-(mac-os-x)/gnome/kde/win32-(ms-windows)","2015-08-13","gnu-general-public-license-version-2.0-(gplv2)"
"ed2k link catch0r","Beta","windows","end-users-desktop","file-sharing","English","c++","win32-(ms-windows)","2013-03-12","gnu-general-public-license-version-2.0-(gplv2)"
"elettricad","Pre-Alpha","linux","end-users-desktop","raster-based","Italian","basic","gnome/kde","2013-04-01","gnu-general-public-license-version-2.0-(gplv2)"
"esweep","Beta","bsd/linux/windows","science-research","electronic-design-automation-(eda)/log-analysis","German","c/tcl","console-terminal/win32-(ms-windows)/x-window-system-(x11)","2014-06-09","bsd-license"
"glSyMM","Alpha","bsd/linux","education","chemistry","English","fortran","x-window-system-(x11)","2013-03-12","gnu-general-public-license-version-2.0-(gplv2)"
"jMovie","Alpha","linux/mac/windows","end-users-desktop","database","English/Spanish","java","java-swing","2013-04-16","gnu-general-public-license-version-2.0-(gplv2)"
"jasmine2","Beta","linux/mac/windows","system-administrators","printing","French","php","web-based","2013-03-26","gnu-general-public-license-version-2.0-(gplv2)"
"jinx","Alpha","linux","end-users-desktop","desktop-environment/http-servers/systems-administration","English","c/tcl","web-based/x-window-system-(x11)","2013-03-13","gnu-general-public-license-version-2.0-(gplv2)"
"k2development","Beta","bsd/linux/windows","developers","build-tools/code-generators/cross-compilers","English/German","c/c++/python","command-line","2013-05-01","artistic-license"
"katamotz lectura","Alpha","linux/windows","education","education","English/Spanish","python","gnome/wxwidgets","2014-04-30","gnu-general-public-license-version-3.0-(gplv3)"
"linux dBase III file viewer ","Beta","bsd/linux/windows","end-users-desktop","database/front-ends","English/Polish","c++","kde/qt","2017-05-10","gnu-general-public-license-version-2.0-(gplv2)"
"mudGE Font builder","Alpha","windows","developers","3d-rendering/graphics-conversion","Dutch/English","c++","win32-(ms-windows)","2014-06-27","zlib-libpng-license"
"myStudio","Inactive","linux/mac/windows","end-users-desktop","graphics/sound-audio/video","English/Vietnamese","java","cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2013-04-10","gnu-general-public-license-version-2.0-(gplv2)"
"netdesk","Pre-Alpha","linux/mac/windows","customer-service/end-users-desktop/system-administrators","desktop-environment/dynamic-content/email-clients-(mua)","English/German","javascript/php","web-based","2016-07-23","gnu-general-public-license-version-2.0-(gplv2)"
"phpHamLog","Beta","linux/mac/windows","end-users-desktop","ham-radio","English","php","web-based","2013-03-22","gnu-general-public-license-version-2.0-(gplv2)"
"phpHtmlLib","Beta","linux/mac/windows","developers","cgi-tools-libraries","English","php","web-based","2019-06-20","gnu-general-public-license-version-2.0-(gplv2)"
"phpNMAP","Beta","bsd/linux/mac/windows","information-technology/other-audience/system-administrators","communications/internet/monitoring/systems-administration","English","php","web-based","2013-03-14","gnu-general-public-license-version-2.0-(gplv2)"
"pyBallistics","Alpha","linux/mac/windows","end-users-desktop","other-nonlisted-topic/physics/simulations","English","python","qt","2015-05-17","gnu-general-public-license-version-2.0-(gplv2)"
"pyTectonics","Alpha","linux/mac/windows","advanced-end-users","earth-sciences","English","python","other-toolkit","2015-07-27","creative-commons-attribution-non-commercial-license-v2.0"
"qemuctl","Beta","bsd/linux","advanced-end-users/end-users-desktop","emulators","English/German","c++/perl","gtk+/qt","2013-10-06","gnu-general-public-license-version-2.0-(gplv2)"
"rds-encoder","Beta","linux","advanced-end-users/developers","communications","English","c","command-line/console-terminal","2013-03-27","gnu-general-public-license-version-2.0-(gplv2)"
"rmprot","Alpha","windows","end-users-desktop","role-playing","English","visual-basic","win32-(ms-windows)","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"smooth Class Library","Beta","bsd/linux/mac/solaris/windows","developers","desktop-environment/software-development","English/German","c++","win32-(ms-windows)/x-window-system-(x11)","2020-03-22","artistic-license"
"webstretch","Beta","linux/mac/windows","developers/education/information-technology/system-administrators","debuggers/http-servers/monitoring/security/systems-administration/testing","English","java","web-based","2013-03-21","gnu-general-public-license-version-2.0-(gplv2)"
"wmCalendar","Beta","bsd/linux","end-users-desktop","office-business","English/Persian","c","x-window-system-(x11)","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"z390 Assembler Studio","Beta","windows","advanced-end-users/developers/education/information-technology","assemblers/build-tools/debuggers","English/Spanish","assembly",".net-mono","2016-03-21","other-license"
"Solex","Beta","linux/mac/windows","developers/end-users-desktop/system-administrators","http-servers/site-management","English/French","java","eclipse","2013-04-10","apache-software-license"
"The Combat Simulator Project","Alpha","bsd/linux/windows","developers/end-users-desktop","simulation","English","c++","win32-(ms-windows)/x-window-system-(x11)","2013-05-03","gnu-general-public-license-version-2.0-(gplv2)"
"Beat It","Inactive","windows","end-users-desktop","capture-recording/editors/mixers/players/sound-synthesis","English","visual-basic","win32-(ms-windows)","2014-03-10","gnu-general-public-license-version-2.0-(gplv2)"
"Kosmos File System (KFS)","Alpha","linux","developers","filesystems","English","c++","command-line","2013-04-26","apache-license-v2.0"
"MekWars","Alpha","linux/mac/windows","end-users-desktop","games-entertainment","English","java","java-swing","2019-10-08","gnu-general-public-license-version-2.0-(gplv2)"
"Roxbird Download Manager","Beta","linux","advanced-end-users","file-sharing/www-http","English","c++/python","gnome","2015-06-09","gnu-general-public-license-version-2.0-(gplv2)"
"TKK Aparat","Beta","linux/windows","science-research","medical-science-apps.","English","matlab","win32-(ms-windows)/x-window-system-(x11)","2013-04-25","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Extensible Component Scanner","Beta","linux/mac/windows","developers","frameworks/libraries/object-oriented","English","java","non-interactive-(daemon)","2012-11-24","apache-license-v2.0"
"WINX - A C++ GUI Library for Windows","Beta","windows","developers/education/science-research","frameworks/user-interfaces","Chinese (Simplified)/Chinese (Traditional)/English","c++","win32-(ms-windows)","2013-03-22","common-public-license-1.0"
"XMTuner","Beta","mac/windows","end-users-desktop/system-administrators","sound-audio","English","c#",".net-mono/win32-(ms-windows)/windows-aero","2016-02-17","gnu-general-public-license-version-3.0-(gplv3)"
"Sharkemu","Beta","windows","developers","simulation","French","c#","console-terminal","2016-05-31","gnu-general-public-license-version-2.0-(gplv2)"
"Club member administration","Inactive","bsd/linux/mac/windows","end-users-desktop/non-profit-organizations/other-audience","email/office-business/other-nonlisted-topic/www-http","English/French/German","php","web-based","2015-08-04","gnu-general-public-license-version-2.0-(gplv2)"
"JTL Mage Connect","Abandoned","linux/mac/windows","advanced-end-users/developers/system-administrators","enterprise/erp/synchronization","German","php","non-interactive-(daemon)","2014-10-07","gnu-general-public-license-version-2.0-(gplv2)"
"KQ","Beta","bsd/linux/mac/windows","developers/end-users-desktop","role-playing","English","c","cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2014-08-19","gnu-general-public-license-version-2.0-(gplv2)"
"LARMcess","Planning","bsd/linux","information-technology","3d-rendering/linux","English/Korean","c++/java","eclipse/opengl","2013-04-15","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Streber - project management","Beta","linux/mac/windows","end-users-desktop","project-management/testing","English/German","php","web-based","2013-04-25","gnu-general-public-license-version-2.0-(gplv2)"
"Wiki Web Help","Beta","linux/mac/windows","developers/other-audience","documentation/internet","Bulgarian/Chinese (Simplified)/Czech/Dutch/French/German/Italian/Polish/Portuguese/Romanian/Russian/Spanish/Swedish/Turkish","javascript/php","web-based","2015-08-07","mit-license"
"Mouse Recorder","Alpha","windows","customer-service/quality-engineers","testing","English","c++","win32-(ms-windows)","2015-02-20","bsd-license"
"Euchre","Alpha","bsd/linux","end-users-desktop","games-entertainment","English","c++","gnome","2015-08-04","gnu-general-public-license-version-2.0-(gplv2)"
"Square1 miniPOS","Beta","linux/windows","by-end-user-class","e-commerce---shopping","English/French/Russian/Spanish","python","wxwidgets","2015-12-07","gnu-general-public-license-version-3.0-(gplv3)"
"Virtual TI Emulator","Alpha","bsd/linux/mac/windows","education/end-users-desktop/information-technology/other-audience","emulators","English","c++","gnome/handheld-mobile-pda/kde/win32-(ms-windows)","2015-08-07","gnu-general-public-license-version-2.0-(gplv2)"
" GoGear SA260 Song Transfert","Alpha","windows","end-users-desktop","hardware/mp3","English/French","c++",".net-mono","2015-11-09","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"A KDE Control Center module for Vsftpd","Alpha","bsd/linux","end-users-desktop","file-transfer-protocol-(ftp)/k-desktop-environment-(kde)","Chinese (Simplified)/English","c++","kde","2014-07-14","gnu-general-public-license-version-2.0-(gplv2)"
"ADFlib : free + opensource Amiga filesys","Beta","bsd/linux/mac/windows","developers","emulators/filesystems","English","c","win32-(ms-windows)","2016-10-20","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
