"SystemName","status","OperationSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"ResurrectionRemix-Lavender",NA,"NA","NA","NA","NA","NA","NA","2019-09-21","NA"
"Revolt Import-Export addon for Blender",NA,"NA","NA","NA","NA","python","plugins","2013-11-22","NA"
"RezaProject",NA,"NA","NA","NA","NA","NA","NA","2019-06-14","NA"
"Rigs of Rods F1 car and rally car",NA,"NA","NA","NA","NA","NA","NA","2015-01-16","NA"
"Rimworld-roof-editor",NA,"NA","NA","NA","NA","NA","NA","2017-01-21","NA"
"Risk Board Game for Windows","Beta","windows","NA","board-games/turn-based-strategy","English","delphi-kylix","win32-(ms-windows)","2015-11-23","gnu-general-public-license-version-2.0-(gplv2)"
"RiteCMS",NA,"NA","developers/information-technology/system-administrators","cms-systems","Chinese (Simplified)/English","javascript/php",".net-mono/web-based","2015-01-24","gnu-general-public-license-version-2.0-(gplv2)"
"Riva",NA,"NA","NA","NA","NA","NA","NA","2019-12-13","NA"
"River Simulations and Python",NA,"NA","NA","NA","NA","NA","NA","2018-08-02","NA"
"Rlogin",NA,"NA","NA","NA","NA","NA","NA","2012-11-10","NA"
"RoaminSMPP",NA,"bsd/linux/mac/windows","developers/telecommunications-industry","communications","English","c#","NA","2016-05-23","gnu-general-public-license-version-2.0-(gplv2)/other-license"
"RoboFac",NA,"NA","manufacturing","NA","NA","c/java","java-swing","2013-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"Robot Framework FTP Library",NA,"NA","quality-engineers/testers","libraries/quality-assurance/testing","NA","python","NA","2017-01-03","gnu-general-public-license-version-3.0-(gplv3)"
"Rocinante","Beta","bsd/linux/windows","education/science-research","gis","NA","c++","win32-(ms-windows)/x-window-system-(x11)","2013-02-27","gnu-general-public-license-version-2.0-(gplv2)"
"Roleplayer",NA,"NA","NA","NA","NA","NA","NA","2018-12-25","NA"
"Rose Crypt",NA,"bsd/linux/windows","NA","cryptography/security","NA","lazarus","NA","2016-06-29","gnu-general-public-license-version-3.0-(gplv3)"
"Rotate characters 90 degrees",NA,"windows","NA","fonts","NA","c","NA","2019-05-11","public-domain"
"Round Robin Database Framework",NA,"linux/mac/windows","developers/information-technology/system-administrators","monitoring","English/Russian","perl","web-based","2013-03-08","gnu-general-public-license-version-2.0-(gplv2)"
"Rummy",NA,"windows","NA","card-games","English/German","c++","opengl","2015-07-14","gnu-general-public-license-version-2.0-(gplv2)"
"S.M.A.R.T. Linux",NA,"bsd/linux","end-users-desktop/information-technology/system-administrators","logging/software-distribution","English","c/unix-shell","NA","2013-03-20","gnu-general-public-license-version-2.0-(gplv2)"
"S1TBX",NA,"bsd/linux/mac/windows","science-research","earth-sciences/mapping","NA","java","NA","2015-05-21","gnu-general-public-license-version-3.0-(gplv3)"
"SAFEM",NA,"NA","NA","NA","NA","NA","NA","2015-06-16","NA"
"SAL - Sist. Acompanhamento Licita<U+00E7><U+00F5>es","Beta","NA","NA","enterprise","Brazilian Portuguese","php","web-based","2015-08-05","gnu-general-public-license-version-2.0-(gplv2)"
"SAP PI : Channel search tool","Beta","windows","architects/developers/system-administrators","NA","NA","NA","excel","2013-06-03","NA"
"SAP-JCO Support","Beta","NA","developers","frameworks/networking/object-oriented","NA","java","NA","2013-03-22","sun-public-license"
"SAX for .NET",NA,"linux/mac/windows","developers","internet/software-development/xml","English","c#","NA","2013-04-11","bsd-license/public-domain"
"SBIG ST-7 camera controller","Beta","bsd/linux/windows","developers/science-research","astronomy/physics","English","c/unix-shell","x-window-system-(x11)","2013-03-20","gnu-general-public-license-version-2.0-(gplv2)"
"SCCS",NA,"solaris","developers/end-users-desktop","sccs","NA","c","console-terminal","2019-02-22","common-development-and-distribution-license"
"SCID",NA,"NA","NA","office-business","Portuguese","php","NA","2013-11-01","creative-commons-attribution-non-commercial-license-v2.0"
"SCTP","Alpha","bsd/linux","developers/telecommunications-industry","networking","NA","c","NA","2015-07-15","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"SCommander - A file manager for Symbian","Alpha","NA","end-users-desktop","file-management","English","c++","handheld-mobile-pda","2015-04-15","gnu-general-public-license-version-2.0-(gplv2)"
"SDD: High performance code clone detect",NA,"NA","developers/quality-engineers","algorithms/quality-assurance","NA","java","eclipse","2014-04-22","eclipse-public-license"
"SDL-OpenGL Library",NA,"NA","developers","user-interfaces","German","c","opengl/sdl","2016-03-02","gnu-general-public-license-version-2.0-(gplv2)"
"SGCE - Skincare Management System","Inactive","linux/mac/windows","advanced-end-users/customer-service/developers/healthcare-industry","office-business/www-http","Brazilian Portuguese/Portuguese","php","web-based","2013-03-27","apache-software-license/common-development-and-distribution-license/gnu-general-public-license-version-2.0-(gplv2)/open-software-license-3.0-(osl3.0)"
"SGDWeb","Alpha","bsd/linux/windows","management","NA","NA","javascript/php","NA","2015-06-08","gnu-general-public-license-version-2.0-(gplv2)"
"SHODAN (SIVAS 2.0)","Beta","windows","auditors/developers/information-technology/security/security-professionals/testers","security","Portuguese","object-pascal","win32-(ms-windows)","2016-10-05","creative-commons-attribution-non-commercial-license-v2.0"
"SHython",NA,"NA","NA","system-shells","NA","python","command-line","2013-03-27","gnu-general-public-license-version-2.0-(gplv2)"
"SICONAS","Abandoned","bsd/linux/mac/windows","education","human-resources","English","php","web-based","2013-12-11","gnu-general-public-license-version-3.0-(gplv3)"
"SIPC - Scanner ICC Profile Creator",NA,"windows","end-users-desktop","scanners","NA","delphi-kylix","win32-(ms-windows)","2013-04-08","apache-license-v2.0/gnu-general-public-license-version-2.0-(gplv2)"
"SMASH",NA,"bsd/linux","science-research","chemistry/molecular-science","NA","fortran","command-line/console-terminal","2019-03-27","apache-license-v2.0"
"SMC Anti-Spam Filter",NA,"bsd/linux","system-administrators","filters","English/Russian","c","non-interactive-(daemon)","2015-04-28","gnu-general-public-license-version-2.0-(gplv2)"
"SMPPClientServer","Beta","bsd/linux/mac/windows","developers/information-technology/system-administrators/telecommunications-industry","communications","NA","java","NA","2015-07-26","open-software-license"
"SMSec - Simplicity Makes Security","Beta","NA","customer-service/developers/end-users-desktop/system-administrators/telecommunications-industry","authentication-directory/security/telephony","English/Vietnamese","c/perl/php","web-based","2013-03-07","gnu-general-public-license-version-2.0-(gplv2)"
"SNMP Apache Module",NA,"linux","information-technology/system-administrators","http-servers/monitoring/site-management","English/Spanish","c","console-terminal","2016-05-29","apache-software-license"
"SNMP Proxy for Windows","Beta","windows","system-administrators","monitoring/systems-administration","NA","c/c++","non-interactive-(daemon)","2016-12-29","gnu-general-public-license-version-2.0-(gplv2)"
"SNTP Client for Virtual PC",NA,"bsd/linux/windows","aerospace/education/science-research/system-administrators","physics/systems-administration","Chinese (Simplified)/Chinese (Traditional)/English","c/tcl","non-interactive-(daemon)/tk","2012-08-24","gnu-general-public-license-version-2.0-(gplv2)"
"SPADE",NA,"linux/mac/windows","developers/education/science-research","bio-informatics/frameworks/medical-science-apps./molecular-science/viewers","NA","python","command-line/opengl/project-is-a-user-interface-(ui)-system/tk","2017-02-18","bsd-license"
"SQL Cache Daemon","Beta","bsd/linux/mac","developers/system-administrators","database-engines-servers/distributed-computing/networking","NA","c","command-line/non-interactive-(daemon)","2013-09-26","artistic-license"
"SQL Embedded Manager","Alpha","android/bsd/linux/windows","advanced-end-users/developers/end-users-desktop","database-engines-servers/design/front-ends","NA","c#",".net-mono/gnome/gtk+/handheld-mobile-pda/win32-(ms-windows)","2017-08-21","gnu-general-public-license-version-2.0-(gplv2)"
"SQL*Plus Commander",NA,"bsd/linux/windows","advanced-end-users/auditors/developers/system-administrators","data-warehousing/etl/front-ends","NA","unix-shell","console-terminal","2020-02-21","gnu-general-public-license-version-3.0-(gplv3)"
"SQLDiff",NA,"linux/mac/windows","end-users-desktop","front-ends","English","php","web-based","2013-03-07","gnu-general-public-license-version-2.0-(gplv2)"
"SQLUnit",NA,"linux/mac/windows","developers","front-ends","English","java","NA","2013-04-25","gnu-general-public-license-version-2.0-(gplv2)"
"SQLite XML Editor",NA,"NA","NA","NA","NA","NA","NA","2013-04-09","NA"
"SRFExtra","Alpha","NA","end-users-desktop","games-entertainment/packaging","English","c++","command-line","2013-03-20","gnu-general-public-license-version-2.0-(gplv2)"
"SRT Adjuster",NA,"windows","end-users-desktop","video","Brazilian Portuguese","delphi-kylix","win32-(ms-windows)","2019-07-02","public-domain"
"SVG Eclipse Plugin",NA,"linux/mac/windows","developers/end-users-desktop","integrated-development-environments-(ide)/software-development","English/German","java","eclipse","2013-04-15","apache-license-v2.0"
"SVM Classification Toolbox for Matlab","Beta","windows","engineering","NA","NA","c/matlab","NA","2015-12-16","academic-free-license-(afl)"
"SVM-2A9",NA,"NA","NA","NA","NA","NA","NA","2019-12-12","NA"
"SW-Proxy","Beta","linux/mac/windows","developers","http-servers","NA","java","NA","2014-03-28","gnu-general-public-license-version-2.0-(gplv2)"
"SYSMOD - The Systems Modeling Toolbox",NA,"NA","NA","NA","NA","NA","NA","2019-11-03","NA"
"Sabacc","Beta","linux/mac/windows","end-users-desktop","card-games","English","python","gnome","2013-04-15","gnu-general-public-license-version-2.0-(gplv2)"
"Samp Server",NA,"windows","other-audience","www-http","English","php","NA","2013-03-19","php-license"
"Sampad","Beta","linux/mac/windows","end-users-desktop","text-processing/word-processors","English/German/Hebrew/Russian","java","java-swing","2014-03-21","gnu-general-public-license-version-2.0-(gplv2)"
"Sandesh",NA,"NA","NA","NA","NA","NA","NA","2015-04-16","NA"
"SanskritToolkit",NA,"NA","NA","NA","NA","NA","NA","2015-05-21","NA"
"Scale Finder","Beta","NA","end-users-desktop","computer-aided-instruction-(cai)/mobile","NA","java","handheld-mobile-pda","2013-04-23","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Scalos","Beta","NA","developers","desktop-environment","English/French/German","c","magic-user-interface-(mui)","2019-10-19","bsd-license/gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Scan It","Beta","windows","developers/end-users-desktop/system-administrators","scanners","NA","c#/java/javascript","windows-aero","2018-09-25","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Scattering software","Beta","NA","science-research","simulations","NA","c/delphi-kylix","win32-(ms-windows)","2017-03-09","gnu-general-public-license-version-2.0-(gplv2)"
"SciChart","Beta","NA","developers","visualization","NA","java","java-swing","2015-03-15","gnu-general-public-license-version-2.0-(gplv2)"
"Scorched Earth Online War",NA,"windows","end-users-desktop","front-ends/real-time-strategy/simulation","Croatian/English/Finnish/French/German/Italian/Serbian/Spanish","javascript/php/visual-basic-.net","web-based/win32-(ms-windows)","2 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"Scotty TNG","Alpha","linux/windows","NA","monitoring","NA","NA","gtk+","2016-11-29","gnu-general-public-license-version-2.0-(gplv2)"
"Screen Grabber","Beta","windows","end-users-desktop","system","Russian","delphi-kylix","win32-(ms-windows)","2015-02-24","gnu-general-public-license-version-2.0-(gplv2)"
"Screen++","Alpha","linux","advanced-end-users","usability","English","c","console-terminal","2013-03-19","gnu-general-public-license-version-2.0-(gplv2)"
"Secure FIles",NA,"windows","end-users-desktop","cryptography","English","c#","command-line","2017-07-24","mit-license"
"Secure SHell File System","Beta","bsd/linux","system-administrators","filesystems/linux","English","c","NA","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"Security-enhanced Linux","Inactive","bsd/linux","developers/end-users-desktop/system-administrators","linux/security","NA","NA","NA","2013-04-09","gnu-general-public-license-version-2.0-(gplv2)"
"SegoFiles",NA,"android/windows","developers/end-users-desktop/engineering/management/other-audience","desktop-environment/file-management/user-interfaces","English","python","NA","2019-03-14","mit-license"
"SeisSeek (Windows Basic)",NA,"NA","NA","NA","NA","NA","NA","2019-12-12","NA"
"Selenium Eclipse",NA,"NA","developers/quality-engineers","quality-assurance/testing","NA","javascript","web-based","2013-04-23","apache-license-v2.0"
"SelfServiceADReset",NA,"NA","NA","enterprise","NA","NA","NA","2014-06-14","public-domain"
"SendCommand","Beta","linux","developers/information-technology/system-administrators","networking/systems-administration/terminals","English","perl","console-terminal","2017-04-03","gnu-general-public-license-version-2.0-(gplv2)"
"Sentinela VMS Operational System ",NA,"NA","NA","NA","NA","NA","NA","2020-03-12","NA"
"Senuti",NA,"NA","end-users-desktop","sound-audio","NA","NA","NA","2015-08-07","gnu-general-public-license-version-3.0-(gplv3)"
"Serial Communicator","Alpha","linux/windows","developers/education/testers","education/simulations/software-development","English","c++","qt","2015-09-16","NA"
"Serial Kingdom",NA,"NA","NA","NA","NA","NA","NA","2013-05-30","NA"
"Serial Read Write","Beta","windows","system-administrators","interface-engine-protocol-translator/serial/telephony","English","c#","win32-(ms-windows)","2013-03-19","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"SerialComm","Alpha","windows","NA","serial","English","c++","NA","2014-06-29","NA"
"SerialPortMon","Beta","windows","engineering","serial","NA","c/c++","win32-(ms-windows)","2018-02-04","public-domain"
"Serpent",NA,"linux/mac/windows","advanced-end-users/education/information-technology","interpreters/virtual-machines","English","c++","wxwidgets","2020-04-12","mit-license"
"ServiceManager",NA,"windows","end-users-desktop","service-support","French","NA","web-based/win32-(ms-windows)","2014-06-26","gnu-general-public-license-version-2.0-(gplv2)"
"Shadowrun Online","Inactive","windows","end-users-desktop","multiplayer/role-playing","English","c/c++","win32-(ms-windows)","2019-05-01","gnu-general-public-license-version-2.0-(gplv2)"
"Shaget",NA,"NA","NA","NA","NA","NA","NA","2016-07-21","NA"
